"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Presenting Neural Networks via Coherent Functors","https://scispace.com/paper/http://arxiv.org/abs/2604.15100v1","2026","Preprint","","Matthew Pugh
Jo Grundy
Corina Cirstea
Nick Harris","","https://arxiv.org/pdf/2604.15100v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on categorical representations of neural networks; no LLMs, schema reverse‑engineering, or document taxonomy tasks are addressed.","This paper develops a methodology for representing machine learning models as models of formal theories, grounded in the perspective that machine learning models are a form of database and that databases are models of theories in coherent logic. Two intermediate results support this approach: any functorial database schema has an associated $κ$-coherent theory whose models coincide with its instances, and data may be hard-coded into a coherent category such that any model of the resulting theory necessarily contains it. These tools are used to show that any dense feed-forward neural network architecture over the floating point numbers may be presented as a coherent category $G$ whose $Set$-models are the networks of that architecture, with inference arising as the precomposition functor $Coh(ι, Set)$ along a coherent functor $ι: RSpan(a_0, a_n) \rightarrow G$. This representation is extended to networks with weight and bias fixing and tying, encompassing sparse and convolutional architectures, via a 2-coequaliser construction in $Coh_\sim$. Taken together, these results recast neural network inference as an extension problem in the 2-category $Coh_\sim$ of coherent categories, supporting the interpretation of a network architecture as a formal hypothesis about the structure of data and of model training as a lifting of a dataset into a more constrained theory."
"From Procedural Skills to Strategy Genes: Towards Experience-Driven Test-Time Evolution","https://scispace.com/paper/http://arxiv.org/abs/2604.15097v1","2026","Preprint","","Junjie Wang
Yiming Ren
Haoyang Zhang","","https://arxiv.org/pdf/2604.15097v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper studies compact gene representations for test‑time control and iterative evolution, unrelated to LLM‑based schema generation, document taxonomy, or the listed evaluation criteria.","This beta technical report asks how reusable experience should be represented so that it can function as effective test-time control and as a substrate for iterative evolution. We study this question in 4.590 controlled trials across 45 scientific code-solving scenarios. We find that documentation-oriented Skill packages provide unstable control: their useful signal is sparse, and expanding a compact experience object into a fuller documentation package often fails to help and can degrade the overall average. We further show that representation itself is a first-order factor. A compact Gene representation yields the strongest overall average, remains competitive under substantial structural perturbations, and outperforms matched-budget Skill fragments, while reattaching documentation-oriented material usually weakens rather than improves it. Beyond one-shot control, we show that Gene is also a better carrier for iterative experience accumulation: attached failure history is more effective in Gene than in Skill or freeform text, editable structure matters beyond content alone, and failure information is most useful when distilled into compact warnings rather than naively appended. On CritPt, gene-evolved systems improve over their paired base models from 9.1% to 18.57% and from 17.7% to 27.14%. These results suggest that the core problem in experience reuse is not how to supply more experience, but how to encode experience as a compact, control-oriented, evolution-ready object."
"SAGER: Self-Evolving User Policy Skills for Recommendation Agent","https://scispace.com/paper/http://arxiv.org/abs/2604.14972v1","2026","Preprint","","Zhen Tao
Riwei Lai
Chenyun Yu
Weixin Chen
Li Chen
Beibei Kong
Lei Cheng
Chengxiang Zhuo
Zang Li
Qingqiang Sun","","https://arxiv.org/pdf/2604.14972v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper proposes a personalized recommendation agent with evolving policy skills; it does not address schema reverse engineering, document taxonomy, or related LLM‑driven document structuring tasks.","Large language model (LLM) based recommendation agents personalize what they know through evolving per-user semantic memory, yet how they reason remains a universal, static system prompt shared identically across all users. This asymmetry is a fundamental bottleneck: when a recommendation fails, the agent updates its memory of user preferences but never interrogates the decision logic that produced the failure, leaving its reasoning process structurally unchanged regardless of how many mistakes it accumulates. To address this bottleneck, we propose SAGER (Self-Evolving Agent for Personalized Recommendation), the first recommendation agent framework in which each user is equipped with a dedicated policy skill, a structured natural-language document encoding personalized decision principles that evolves continuously through interaction. SAGER introduces a two-representation skill architecture that decouples a rich evolution substrate from a minimal inference-time injection, an incremental contrastive chain-of-thought engine that diagnoses reasoning flaws by contrasting accepted against unchosen items while preserving accumulated priors, and skill-augmented listwise reasoning that creates fine-grained decision boundaries where the evolved skill provides genuine discriminative value. Experiments on four public benchmarks demonstrate that SAGER achieves state-of-the-art performance, with gains orthogonal to memory accumulation, confirming that personalizing the reasoning process itself is a qualitatively distinct source of recommendation improvement."
"CoGrid & the Multi-User Gymnasium: A Framework for Multi-Agent Experimentation","https://scispace.com/paper/http://arxiv.org/abs/2604.15044v1","2026","Preprint","","Chase McDonald
Cleotilde Gonzalez","","https://arxiv.org/pdf/2604.15044v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper presents multi‑agent simulation tools; it does not involve LLMs, schema induction, or related evaluations, thus irrelevant to all criteria.","The increasing integration of artificial intelligence (AI) in everyday life brings with it new challenges and questions for regarding how humans interact with autonomous agents. Multi-agent experiments, where humans and AI act together, can offer important opportunities to study social decision making, but there is a lack of accessible tooling available to researchers to run such experiments. We introduce two tools designed to reduce these barriers. The first, CoGrid, is a multi-agent grid-based simulation library with dual NumPy and JAX backends. The second, Multi-User Gymnasium (MUG), translates such simulation environments directly into interactive web-based experiments. MUG supports interactions with arbitrary numbers of humans and AI, utilizing either server-authoritative or peer-to-peer networking with rollback netcode to account for latency. Together, these tools can enable researchers to deploy studies of human-AI interaction, facilitating inquiry into core questions of psychology, cognition, and decision making and their relationship to human-AI interaction. Both tools are open source and available to the broader research community. Documentation and source code is available at {cogrid, multi-user-gymnasium}.readthedocs.io. This paper details the functionality of these tools and presents several case studies to illustrate their utility in human-AI multi-agent experimentation."
"Towards Understanding Android APIs: Official Lists, Vendor Customizations, and Real-World Usage","https://scispace.com/paper/http://arxiv.org/abs/2604.14943v1","2026","Preprint","","Sinan Wang
Qi Zhang
Jiacheng Li
Lili Wei
Yida Tao
Yepang Liu","","https://arxiv.org/pdf/2604.14943v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper studies Android API lists, vendor customizations, and app usage; it contains no LLM methods, schema generation, or document class induction, nor related evaluations.","Android apps are built on APIs that abstract core Android system functionalities. These APIs are officially documented in multiple files distributed with the Android source code or SDK, which we collectively refer to as Android API Lists (AALs). Prior Android research has relied on specific AALs, often treating them as interchangeable ground truth. However, recent studies suggest that different AALs can lead to substantially different research outcomes, raising concerns about the validity and reproducibility of Android API-based analyses. To address this issue, we present the first in-depth empirical study of four official AALs that are widely used in prior work. We systematically characterize their contents and analyze their evolution across Android releases. We then perform a fine-grained comparison of the APIs recorded in each AAL to uncover their underlying API inclusion policies and inconsistencies. To assess the practical impact of these differences, we further examine API availability on nine Android devices, including both stock Android and vendor-customized systems. Finally, we analyze API usage in 17,759 real-world Android apps (including open-source apps, commercial apps, and malware) to quantify how the choice of AAL affects empirical Android research. Our results reveal that official AALs are neither stable nor mutually consistent, and that discrepancies among them can substantially influence research conclusions. We also observe that vendor-customized APIs are actively used by normal apps, yet remain largely overlooked by existing studies. Based on these findings, we discuss their implications for Android API-based research and provide actionable suggestions to help researchers select and interpret AALs more reliably."
"HintPilot: LLM-based Compiler Hint Synthesis for Code Optimization","https://scispace.com/paper/http://arxiv.org/abs/2604.15041v1","2026","Preprint","","Hanyun Jiang
Peisen Yao
Kaiyue Li
Tingting Lin
Chengpeng Wang
Kui Ren","","https://arxiv.org/pdf/2604.15041v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses LLM to synthesize compiler hints, not to reverse‑engineer document schemas. Evaluated on code benchmarks, not cross‑domain documents; no zero‑shot or taxonomy focus. Provides performance numbers on standard code suites, but lacks scalability or generative‑extractive ablations.","Code optimization remains a core objective in software development, yet modern compilers struggle to navigate the enormous optimization spaces. While recent research has looked into employing large language models (LLMs) to optimize source code directly, these techniques can introduce semantic errors and miss fine-grained compiler-level optimization opportunities. We present HintPilot, which bridges LLM-based reasoning with traditional compiler infrastructures via synthesizing compiler hints, annotations that steer compiler behavior. HintPilot employs retrieval-augmented synthesis over compiler documentation and applies profiling-guided iterative refinement to synthesize semantics-preserving and effective hints. Upon PolyBench and HumanEval-CPP benchmarks, HintPilot achieves up to 6.88x geometric mean speedup over -Ofast while preserving program correctness."
"A Manual Bar-by-Bar Tempo Measurement Protocol for Polyphonic Chamber Music Recordings: Design, Validation, and Application to Beethoven's Piano and Cello Sonatas","https://scispace.com/paper/http://arxiv.org/abs/2604.15278v1","2026","Preprint","","Ignasi Sole","","https://arxiv.org/pdf/2604.15278v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper presents a manual tempo‑measurement protocol for polyphonic music recordings; it contains no LLM usage, schema engineering, or document‑class induction, and lacks the required evaluations.","Empirical performance analysis depends on the accurate extraction of tempo data from recordings, yet standard computational tools, designed for monophonic audio or modern studio conditions, fail systematically when applied to historical polyphonic chamber music. This paper documents the failure of automated beat-detection software on duo recordings of Beethoven's five piano and cello sonatas (Op.~5 Nos.~1 and~2; Op.~69; Op.~102 Nos.~1 and~2), and presents a formalised manual alternative: a cumulative lap-timer protocol that yields bar-level beats-per-minute data with millisecond resolution. The protocol, developed in cross-disciplinary collaboration with an engineer specialising in VLSI design, rests on a cumulative timestamp architecture that prevents error accumulation, permits internal self-validation, and captures expressive timing phenomena (rubato, fermatas, accelerandi, ritardandi) that automated tools systematically suppress or misread. The mathematical derivation of the BPM formula, the spreadsheet data structure, and the error characterisation are presented in full. Applied to over one hundred movement-level recordings spanning 1930--2012, the protocol generated a dataset subsequently visualised through tempographs, histograms with spline-smoothed probability density functions, ridgeline plots, and combination charts. The paper argues that manual annotation is not a methodological retreat but a principled response to the intrinsic limitations of computational tools when faced with the specific challenges of polyphonic historical recordings. The complete dataset and analysis code are publicly available."
"Applying SHAPR in AI-Assisted Research Software Development: Lessons Learnt from Building a Share Trading System","https://scispace.com/paper/http://arxiv.org/abs/2604.15020v1","2026","Preprint","","Ka Ching Chan","","https://arxiv.org/pdf/2604.15020v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on SHAPR framework for AI‑assisted software development; does not address schema reverse‑engineering, LLM‑centric methods, or document class induction.","Generative AI is changing how research software is developed, but rapid AI-assisted development can weaken continuity, traceability, and methodological clarity. SHAPR (Solo, Human-centred, AI-assisted PRactice) was proposed as a framework for structuring AI-assisted research software development. This paper presents a documented case of applying SHAPR to the development of a modular share trading system. From the outset, the project adopted a SHAPR-informed working configuration that shaped how interaction, implementation, and documentation were organised. Across iterative development cycles, the project generated a structured evidence base including reflection notes, development cycle review notes, source-of-truth documents, contracts, quick captures, workflow notes, and evolving code artefacts. The case showed that continuous documentation updates, supported by quick capture and AI-assisted refinement, helped maintain organised and usable project knowledge throughout development. Five recurring lessons were identified: contracts stabilised AI-assisted coding, a maintained source-of-truth layer improved coherence, cycle-boundary snapshots strengthened continuity, code and documentation co-evolved through quick capture and iterative refinement, and environment setup itself contributed to knowledge generation. The case also illustrates a practical SHAPR operating configuration in which a ChatGPT Project and cycle-specific chats supported interaction, reasoning, summarisation, and coding collaboration, PyCharm supported artefact implementation, and Obsidian supported external working memory, structured documentation, reflection, continuity, and repository-oriented note organisation, while remaining consistent with SHAPR's tool-agnostic principle. The paper contributes practical guidance and good practices for researchers conducting AI-assisted research software development."
"Schema Key Wording as an Instruction Channel in Structured Generation under Constrained Decoding","https://scispace.com/paper/http://arxiv.org/abs/2604.14862v1","2026","Preprint","","Yifan Le","","https://arxiv.org/pdf/2604.14862v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Explores schema key wording as instruction channel for structured generation; does not address schema reverse‑engineering, document taxonomy, or cross‑domain zero‑shot tasks.","Constrained decoding has been widely adopted for structured generation with large language models (LLMs), ensuring that outputs satisfy predefined formats such as JSON and XML. However, existing approaches largely treat schemas as purely structural constraints and overlook the possibility that their linguistic formulation may affect model behavior. In this work, we study how instruction placement influences model performance in structured generation and show that merely changing the wording of schema keys, without modifying the prompt or model parameters, can significantly alter model performance under constrained decoding. Based on this observation, we propose to reinterpret structured generation as a multi-channel instruction problem, where instructions can be conveyed explicitly through prompts and implicitly through schema keys during decoding. To the best of our knowledge, this is the first work to systematically study how schema key formulation acts as an implicit instruction channel and affects model performance under constrained decoding. Experiments on multiple mathematical reasoning benchmarks show that different model families exhibit distinct sensitivities to these instruction channels: Qwen models consistently benefit from schema-level instructions, while LLaMA models rely more heavily on prompt-level guidance. We further observe non-additive interaction effects between instruction channels, showing that combining multiple channels does not always lead to further improvement. These findings suggest that schema design not only determines output structure, but also carries instruction signals, offering a new perspective on structured generation in LLMs."
"Metric-agnostic Learning-to-Rank via Boosting and Rank Approximation","https://scispace.com/paper/http://arxiv.org/abs/2604.15101v1","2026","Preprint","","Camilo Gomez
Pengyang Wang
Yanjie Fu","10.1109/ICDM58522.2023.00121","https://arxiv.org/pdf/2604.15101v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The work proposes a metric‑agnostic LTR framework with boosting, containing no LLMs, schema generation, or document taxonomy components, so it does not satisfy any listed criteria.","Learning-to-Rank (LTR) is a supervised machine learning approach that constructs models specifically designed to order a set of items or documents based on their relevance or importance to a given query or context. Despite significant success in real-world information retrieval systems, current LTR methods rely on one prefix ranking metric (e.g., such as Normalized Discounted Cumulative Gain (NDCG) or Mean Average Precision (MAP)) for optimizing the ranking objective function. Such metric-dependent setting limits LTR methods from two perspectives: (1) non-differentiable problem: directly optimizing ranking functions over a given ranking metric is inherently non-smooth, making the training process unstable and inefficient; (2) limited ranking utility: optimizing over one single metric makes it difficult to generalize well to other ranking metrics of interest. To address the above issues, we propose a novel listwise LTR framework for efficient and generalizable ranking purpose. Specifically, we propose a new differentiable ranking loss that combines a smooth approximation to the ranking operator with the average mean square loss per query. Then, we adapt gradient-boosting machines to minimize our proposed loss with respect to each list, a novel contribution. Finally, extensive experimental results confirm that our method outperforms the current state-of-the-art in information retrieval measures with similar efficiency."
"Simplifying Safety Proofs with Forward-Backward Reasoning and Prophecy","https://scispace.com/paper/http://arxiv.org/abs/2604.15266v1","2026","Preprint","","Eden Frenkel
Kenneth L. McMillan
Oded Padon
Sharon Shoham","10.1145/3808341","https://arxiv.org/pdf/2604.15266v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper addresses safety proof techniques for distributed protocols, unrelated to LLMs, schema generation, or document classification.","We propose an incremental approach for safety proofs that decomposes a proof with a complex inductive invariant into a sequence of simpler proof steps. Our proof system combines rules for (i) forward reasoning using inductive invariants, (ii) backward reasoning using inductive invariants of a time-reversed system, and (iii) prophecy steps that add witnesses for existentially quantified properties. We prove each rule sound and give a construction that recovers a single safe inductive invariant from an incremental proof. The construction of the invariant demonstrates the increased complexity of a single inductive invariant compared to the invariant formulas used in an incremental proof, which may have simpler Boolean structures and fewer quantifiers and quantifier alternations. Under natural restrictions on the available invariant formulas, each proof rule strictly increases proof power. That is, each rule allows to prove more safety problems with the same set of formulas. Thus, the incremental approach is able to reduce the search space of invariant formulas needed to prove safety of a given system. A case study on Paxos, several of its variants, and Raft demonstrates that forward-backward steps can remove complex Boolean structure while prophecy eliminates quantifiers and quantifier alternations."
"From Retrieval to Generation: Comparing Different Approaches","https://scispace.com/paper/from-retrieval-to-generation-comparing-different-approaches-jmzso0wb0trp","2025","Journal Article","arXiv.org","Abdelrahman Abdallah
Jamshid Mozafari
Bhawna Piryani
Mohammed Ali
Adam Jatowt","10.48550/arxiv.2502.20245","https://scispace.compdf/from-retrieval-to-generation-comparing-different-approaches-jmzso0wb0trp.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses LLMs for generation and zero‑shot reranking, but does not address schema reverse‑engineering or class‑structure induction; limited benchmark evaluation, no scalability or ablation analysis.",""
"Open-Domain Hierarchical Event Schema Induction by Incremental Prompting
  and Verification","https://scispace.com/paper/open-domain-hierarchical-event-schema-induction-by-1ojwttqw","2023","Posted Content","","","10.48550/arxiv.2307.01972","https://scispace.com/pdf/open-domain-hierarchical-event-schema-induction-by-1ojwttqw.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses LLM prompting to generate hierarchical event schemas; strong LLM use and zero‑shot, but focuses on events not document class structures, limited cross‑domain relevance.","Event schemas are a form of world knowledge about the typical progression of events. Recent methods for event schema induction use information extraction systems to construct a large number of event graph instances from documents, and then learn to generalize the schema from such instances. In contrast, we propose to treat event schemas as a form of commonsense knowledge that can be derived from large language models (LLMs). This new paradigm greatly simplifies the schema induction process and allows us to handle both hierarchical relations and temporal relations between events in a straightforward way. Since event schemas have complex graph structures, we design an incremental prompting and verification method to break down the construction of a complex event graph into three stages: event skeleton construction, event expansion, and event-event relation verification. Compared to directly using LLMs to generate a linearized graph, our method can generate large and complex schemas with 7.2% F1 improvement in temporal relations and 31.0% F1 improvement in hierarchical relations. In addition, compared to the previous state-of-the-art closed-domain schema induction model, human assessors were able to cover $\sim$10% more events when translating the schemas into coherent stories and rated our schemas 1.3 points higher (on a 5-point scale) in terms of readability. "
"Diagnosing LLM Judge Reliability: Conformal Prediction Sets and Transitivity Violations","https://scispace.com/paper/http://arxiv.org/abs/2604.15302v1","2026","Preprint","","Manan Gupta
Dhruv Kumar","","https://arxiv.org/pdf/2604.15302v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses LLMs as judges for reliability analysis, but lacks schema reverse‑engineering, cross‑domain tests, zero‑shot or class‑induction goals; only modest benchmark evaluation.","LLM-as-judge frameworks are increasingly used for automatic NLG evaluation, yet their per-instance reliability remains poorly understood. We present a two-pronged diagnostic toolkit applied to SummEval: $\textbf{(1)}$ a transitivity analysis that reveals widespread per-input inconsistency masked by low aggregate violation rates ($\barρ = 0.8$-$4.1\%$), with $33$-$67\%$ of documents exhibiting at least one directed 3-cycle; and $\textbf{(2)}$ split conformal prediction sets over 1-5 Likert scores providing theoretically-guaranteed $\geq(1{-}α)$ coverage, with set width serving as a per-instance reliability indicator ($r_s = {+}0.576$, $N{=}1{,}918$, $p < 10^{-100}$, pooled across all judges). Critically, prediction set width shows consistent cross-judge agreement ($\bar{r} = 0.32$-$0.38$), demonstrating it captures document-level difficulty rather than judge-specific noise. Across four judges and four criteria, both diagnostics converge: criterion matters more than judge, with relevance judged most reliably (avg. set size $\approx 3.0$) and coherence moderately so (avg. set size $\approx 3.9$), while fluency and consistency remain unreliable (avg. set size $\approx 4.9$). We release all code, prompts, and cached results."
"HST-Rep: Hierarchical Semantic Representation Learning for Scientific Papers","https://scispace.com/paper/hst-rep-hierarchical-semantic-representation-learning-for-p0rd8sitv1zr","2025","Journal Article","Data intelligence","Jie Liao
Zhijuan Du
Xiangxiang Liu","10.3724/2096-7004.di.2025.0123","https://www.sciengine.com/parse/pdf/2096-7004/CD4C01F1C09A4EDDAC42DB73F1EC0A7F.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses pre-trained LLMs for hierarchical representation, not for generative schema; evaluates on scientific paper benchmarks; provides module ablations; lacks cross‑domain, zero‑shot, schema reverse‑engineering.","Document representation learning for scientific papers supports key tasks such as retrieval, recommendation, and question answering. Although pre-trained language models have improved semantic modeling, existing methods struggle to capture deep content and structure due to shallow inputs or linear encoding. Scientific document modeling still faces three major challenges: (1) limited capacity of pre-trained language models to handle long texts; (2) lack of structural information in documents; and (3) semantic redundancy. To address these, this paper proposes HST-Rep, a framework that combines semantic filtering and structure-aware modeling to build a three-level hierarchy of topic words, key sentences, and academic entities, enhancing representation quality. HST-Rep integrates a key sentence extraction module optimized via feedback reinforcement learning, an entity tag module with heterogeneous syntactic constraints, and a multi-level perception aggregation module for unified semantic representation. Experiments show that HST-Rep outperforms existing methods in both module-level and overall representation performance, and demonstrates stronger semantic organization and generalization in unsupervised clustering tasks."
